,metadata,Journal,PubDate,Title,clean name,confirmed name,Sex,last name,first name
3262,"Short, K",AER,1998,Poverty-measurement research using the consumer expenditure survey and, K Short,,,Short, K
3263,"Shea, M",AER,1998,Poverty-measurement research using the consumer expenditure survey and, M Shea,,,Shea, M
3264,"Garner, Ti",AER,1998,Poverty-measurement research using the consumer expenditure survey and, Ti Garner,,,Garner, Ti
3265,"Whatley, Wc",AER,1998,Quit behavior as a measure of worker opportunity: Black workers in the, Wc Whatley,,,Whatley, Wc
3266,"Sedo, S",AER,1998,Quit behavior as a measure of worker opportunity: Black workers in the, S Sedo,,,Sedo, S
3267,"Johnson, S",AER,1998,Regulatory discretion and the unofficial economy, S Johnson,,,Johnson, S
3268,"Zoido-Lobaton, P",AER,1998,Regulatory discretion and the unofficial economy, P Zoido-Lobaton,,,Zoido-Lobaton, P
3269,"Li, Dd",AER,1998,Changing incentives of the Chinese bureaucracy, Dd Li,?,?,Li, Dd
3270,"Hay, Jr",AER,1998,Private enforcement of public laws: A theory of legal reform, Jr Hay,,,Hay, Jr
3271,"Noguchi, Y",AER,1998,The 1940 system: Japan under the wartime economy, Y Noguchi,,,Noguchi, Y
3272,"Kosai, Y",AER,1998,Declining population and sustained economic growth: Can they coexist?, Y Kosai,,,Kosai, Y
3273,"Saito, J",AER,1998,Declining population and sustained economic growth: Can they coexist?, J Saito,,,Saito, J
3274,"Yashiro, N",AER,1998,Declining population and sustained economic growth: Can they coexist?, N Yashiro,,,Yashiro, N
3275,"Li, Z",AER,1998,"Competition, policy burdens, and state-owned enterprise reform", Z Li,,,Li, Z
3276,"Jefferson, Gh",AER,1998,"China's state enterprises: Public goods, externalities, and Coase", Gh Jefferson,?,?,Jefferson, Gh
3277,"Li, G",AER,1998,Village leaders and land-rights formation in China, G Li,?,?,Li, G
3278,"Miller, V",AER,1998,The double drain with a cross-border twist: More on the relationship, V Miller,,,Miller, V
3279,"Iyigun, Mf",AER,1998,"Risk, entrepreneurship, and human-capital accumulation", Mf Iyigun,,,Iyigun, Mf
3280,"Owen, Al",AER,1998,"Risk, entrepreneurship, and human-capital accumulation", Al Owen,?,?,Owen, Al
3281,"Glendon, S",AER,1998,"Who owns guns? Criminals, victims, and the culture of violence", S Glendon,,,Glendon, S
3282,"Donohue, Jj",AER,1998,"Guns, violence, and the efficiency of illegal markets", Jj Donohue,,,Donohue, Jj
3283,"Levitt, Sd",AER,1998,"Guns, violence, and the efficiency of illegal markets", Sd Levitt,,,Levitt, Sd
3284,"Rubin, Ph",AER,1998,Lives saved or lives lost? The effects of concealed-handgun laws on, Ph Rubin,,,Rubin, Ph
3285,"Bronars, Sg",AER,1998,"Criminal deterrence, geographic spillovers, and the right to carry", Sg Bronars,,,Bronars, Sg
3286,"Lott, Jr",AER,1998,"Criminal deterrence, geographic spillovers, and the right to carry", Jr Lott,,,Lott, Jr
3287,"Slade, Me",EJ,1998,Beer and the tie: Did divestiture of brewer-owned public houses lead to, Me Slade,,,Slade, Me
3288,"Thomas, Jm",EJ,1998,The role of selective job search in UK unemployment, Jm Thomas,,,Thomas, Jm
3289,"Hutchison, Mm",EJ,1998,The output-inflation tradeoff and Central Bank reform: Evidence from New, Mm Hutchison,,,Hutchison, Mm
3290,"Grossman, Pj",EJ,1998,Are women less selfish than men?: Evidence from dictator experiments, Pj Grossman,,,Grossman, Pj
3291,"Davis, Dd",EJ,1998,Conspiracies and secret discounts in laboratory markets, Dd Davis,?,?,Davis, Dd
3292,"Karanassou, M",EJ,1998,How labour market flexibility affects unemployment: Long-term, M Karanassou,,,Karanassou, M
3293,"Madsen, Jb",EJ,1998,General equilibrium macroeconomic models of unemployment: Can they, Jb Madsen,,,Madsen, Jb
3294,"Terra, Ct",QJE,1998,Openness and inflation: A new assessment, Ct Terra,?,?,Terra, Ct
3295,"Harford, Jd",AER,1998,The ultimate externality, Jd Harford,,,Harford, Jd
3296,"Betts, Jr",AER,1998,The impact of educational standards on the level and distribution of, Jr Betts,,,Betts, Jr
3297,"Clark, Dj",AER,1998,Competition over more than one prize, Dj Clark,?,?,Clark, Dj
3298,"Zucker, Lg",AER,1998,Intellectual human capital and the birth of US biotechnology enterprises, Lg Zucker,,,Zucker, Lg
3299,"Brewer, Mb",AER,1998,Intellectual human capital and the birth of US biotechnology enterprises, Mb Brewer,,,Brewer, Mb
3300,"Lambson, Ve",AER,1998,Sunk costs and firm value variability: Theory and evidence, Ve Lambson,,,Lambson, Ve
3301,"Jensen, Fe",AER,1998,Sunk costs and firm value variability: Theory and evidence, Fe Jensen,?,?,Jensen, Fe
3302,"Irvine, Ij",AER,1998,Measuring consumer surplus with unknown Hicksian demands, Ij Irvine,,,Irvine, Ij
3303,"Sims, Wa",AER,1998,Measuring consumer surplus with unknown Hicksian demands, Wa Sims,,,Sims, Wa
3304,"Brown, Bw",ECA,1998,Efficient semiparametric estimation of expectations, Bw Brown,?,?,Brown, Bw
3305,"Newey, Wk",ECA,1998,Efficient semiparametric estimation of expectations, Wk Newey,,,Newey, Wk
3306,"Chadha, Js",EJ,1998,Shoe-leather costs reconsidered, Js Chadha,,,Chadha, Js
3307,"Janssen, Ngj",EJ,1998,Shoe-leather costs reconsidered, Ngj Janssen,,,Janssen, Ngj
3308,"Fisher, Wh",EJ,1998,"Public investment, congestion, and private capital accumulation", Wh Fisher,,,Fisher, Wh
3309,"Jarvis, S",EJ,1998,How much income mobility is there in Britain?, S Jarvis,,,Jarvis, S
3310,"Ono, Y",EJ,1998,"Foreign direct investment, local content requirement, and profit", Y Ono,,,Ono, Y
3311,"Lloyd, T",EJ,1998,Estimating the impact of anti-dumping and anti-cartel actions using, T Lloyd,,,Lloyd, T
3312,"Morrissey, O",EJ,1998,Estimating the impact of anti-dumping and anti-cartel actions using, O Morrissey,,,Morrissey, O
3313,"Ippolito, R",EJ,1998,Shareholders and stakeholders: Human capital and industry equilibrium, R Ippolito,,,Ippolito, R
3314,"Islam, N",QJE,1998,Growth empirics: A panel data approach - A reply, N Islam,,,Islam, N
3315,"Li, Hy",EJ,1998,Explaining international and intertemporal variations in income, Hy Li,?,?,Li, Hy
3316,"Zou, Hf",EJ,1998,Explaining international and intertemporal variations in income, Hf Zou,?,?,Zou, Hf
3317,"Chiu, Wh",EJ,1998,"Income inequality, human capital accumulation and economic performance", Wh Chiu,,,Chiu, Wh
3318,"Caballe, J",EJ,1998,Growth effects of taxation under altruism and low elasticity of, J Caballe,,,Caballe, J
3319,"De Gregorio, J",EJ,1998,Inflation stabilisation and the consumption of durable goods, J De Gregorio,,,De Gregorio, J
3320,"Guidotti, Pe",EJ,1998,Inflation stabilisation and the consumption of durable goods, Pe Guidotti,,,Guidotti, Pe
3321,"Dean, Jw",EJ,1998,Harvey Leibenstein as a pioneer of our time, Jw Dean,,,Dean, Jw
3322,"Perlman, M",EJ,1998,Harvey Leibenstein as a pioneer of our time, M Perlman,,,Perlman, M
3323,"Arestis, P",EJ,1998,Keynesian economic policies for the new millennium, P Arestis,,,Arestis, P
3324,"Sawyer, M",EJ,1998,Keynesian economic policies for the new millennium, M Sawyer,,,Sawyer, M
3325,"Bjorklund, A",AER,1997,Intergenerational income mobility in Sweden compared to the United, A Bjorklund,?,?,Bjorklund, A
3326,"Jantti, M",AER,1997,Intergenerational income mobility in Sweden compared to the United, M Jantti,,,Jantti, M
3327,"Partridge, Md",AER,1997,Is inequality harmful for growth? Comment, Md Partridge,,,Partridge, Md
3328,"Ray, Sc",AER,1997,"Productivity growth, technical progress, and efficiency change in", Sc Ray,,,Ray, Sc
3329,"Fare, R",AER,1997,"Productivity growth, technical progress, and efficiency change in", R Fare,,,Fare, R
3330,"Grosskopf, S",AER,1997,"Productivity growth, technical progress, and efficiency change in", S Grosskopf,,,Grosskopf, S
3331,"Norris, M",AER,1997,"Productivity growth, technical progress, and efficiency change in", M Norris,,,Norris, M
3332,"Davidson, R",ECA,1997,Statistical inference for the measurement of the incidence of taxes and, R Davidson,,,Davidson, R
3333,"Duclos, Jy",ECA,1997,Statistical inference for the measurement of the incidence of taxes and, Jy Duclos,,,Duclos, Jy
3334,"Lagunoff, R",ECA,1997,Asynchronous choice in repeated coordination games, R Lagunoff,,,Lagunoff, R
3335,"Duffy, J",EJ,1997,On the robustness of behaviour in experimental 'beauty contest' games, J Duffy,,,Duffy, J
3336,"Cahuc, P",EJ,1997,Alternative time patterns of decisions and dynamic strategic, P Cahuc,,,Cahuc, P
3337,"Priestley, R",EJ,1997,"Seasonality, stock returns and the macroeconomy", R Priestley,,,Priestley, R
3338,"Bleaney, M",EJ,1997,Credibility and disinflation in the European Monetary System, M Bleaney,,,Bleaney, M
3339,"Barrell, R",EJ,1997,"Foreign direct investment, technological change, and economic growth", R Barrell,,,Barrell, R
3340,"Pain, N",EJ,1997,"Foreign direct investment, technological change, and economic growth", N Pain,,,Pain, N
3341,"Fors, G",EJ,1997,Foreign direct investment and employment: Home country experience in the, G Fors,?,?,Fors, G
3342,"Barry, F",EJ,1997,FDI and trade: The Irish host-country experience, F Barry,?,?,Barry, F
3343,"Bradley, J",EJ,1997,FDI and trade: The Irish host-country experience, J Bradley,,,Bradley, J
3344,"Jones, Cm",AER,1997,Transaction costs and price volatility: Evidence from commission, Cm Jones,?,?,Jones, Cm
3345,"Seguin, Pj",AER,1997,Transaction costs and price volatility: Evidence from commission, Pj Seguin,,,Seguin, Pj
3346,"Hagiwara, M",AER,1997,Risk aversion and stock price sensitivity to dividends, M Hagiwara,,,Hagiwara, M
3347,"Herce, Ma",AER,1997,Risk aversion and stock price sensitivity to dividends, Ma Herce,,,Herce, Ma
3348,"Haug, Aa",AER,1997,Long-run neutrality and superneutrality in an ARIMA framework: Comment, Aa Haug,?,?,Haug, Aa
3349,"Lucas, Rf",AER,1997,Long-run neutrality and superneutrality in an ARIMA framework: Comment, Rf Lucas,,,Lucas, Rf
3350,"Fleurbaey, M",ECA,1997,Implementability and horizontal equity imply no-envy, M Fleurbaey,,,Fleurbaey, M
3351,"Rockinger, M",ECA,1997,The ''devil's horns'' problem of inverting confluent characteristic, M Rockinger,,,Rockinger, M
3352,"Anderson, Rm",ECA,1997,Nonconvergence of the Mas-Colell and Zhou bargaining sets, Rm Anderson,,,Anderson, Rm
3353,"Trockel, W",ECA,1997,Nonconvergence of the Mas-Colell and Zhou bargaining sets, W Trockel,,,Trockel, W
3354,"Zhou, L",ECA,1997,Nonconvergence of the Mas-Colell and Zhou bargaining sets, L Zhou,,,Zhou, L
3355,"Chakravarty, Sr",ECA,1997,On Shorrocks' reinvestigation of the Sen poverty index, Sr Chakravarty,,,Chakravarty, Sr
3356,"Bomfim, An",EJ,1997,Bounded rationality and strategic complementarity in a macroeconomic, An Bomfim,?,?,Bomfim, An
3357,"Bingley, P",EJ,1997,"The labour supply, unemployment and participation of lone mothers in", P Bingley,,,Bingley, P
3358,"Rutherford, Tf",EJ,1997,Quantifying the Uruguay Round, Tf Rutherford,,,Rutherford, Tf
3359,"Sippel, R",EJ,1997,Experiment on the pure theory of consumer's behaviour, R Sippel,,,Sippel, R
3360,"Silvestre, J",EJ,1997,Credit constraints in general equilibrium: Experimental results, J Silvestre,,,Silvestre, J
3361,"Cason, Tn",EJ,1997,A laboratory study of group polarisation in the team dictator game, Tn Cason,,,Cason, Tn
3362,"Mui, Vl",EJ,1997,A laboratory study of group polarisation in the team dictator game, Vl Mui,,,Mui, Vl
3363,"Wright, G",EJ,1997,Towards a more historical approach to technological change, G Wright,?,?,Wright, G
3364,"Sobel, Rs",JPE,1997,Taxation and product quality: New evidence from generic cigarettes, Rs Sobel,,,Sobel, Rs
3365,"Garrett, Ta",JPE,1997,Taxation and product quality: New evidence from generic cigarettes, Ta Garrett,,,Garrett, Ta
3366,"Fernandez, Raquel",EJ,2014,"Divorce Risk, Wages and Working Wives: A Quantitative Life-Cycle", Raquel Fernandez,,,Fernandez, Raquel
3367,"Wong, Joyce Cheng",EJ,2014,"Divorce Risk, Wages and Working Wives: A Quantitative Life-Cycle", Joyce Cheng Wong,,,Wong, Joyce Cheng
3368,"Crino, Rosario",EJ,2014,"Trade Imbalances, Export Structure and Wage Inequality", Rosario Crino,,,Crino, Rosario
3369,"Telle, Kjetil",EJ,2014,Cash-on-hand and the Duration of Job Search: Quasi-experimental Evidence, Kjetil Telle,,,Telle, Kjetil
3370,"Macours, Karen",EJ,2014,Changing Households' Investment Behaviour through Social Interactions, Karen Macours,,,Macours, Karen
3371,"Vakis, Renos",EJ,2014,Changing Households' Investment Behaviour through Social Interactions, Renos Vakis,,,Vakis, Renos
3372,"Zabczyk, Pawel",EJ,2014,What Lies Beneath? A Time-varying FAVAR Model for the UK Transmission, Pawel Zabczyk,,,Zabczyk, Pawel
3373,"Jin, Wenchao",EJ,2014,What Can Wages and Employment Tell Us about the UK's Productivity, Wenchao Jin,,,Jin, Wenchao
3374,"Fernandez-Salgado, Marina",EJ,2014,Real Wages and Unemployment in the Big Squeeze, Marina Fernandez-Salgado,,,Fernandez-Salgado, Marina
3375,"Pessoa, Joao Paulo",EJ,2014,The UK Productivity and Jobs Puzzle: Does the Answer Lie in Wage, Joao Paulo Pessoa,,,Pessoa, Joao Paulo
3376,"Van Reenen, John",EJ,2014,The UK Productivity and Jobs Puzzle: Does the Answer Lie in Wage, John Van Reenen,,,Van Reenen, John
3377,"Mclaren, Nick",EJ,2014,Using Changes in Auction Maturity Sectors to Help Identify the Impact of, Nick Mclaren,,,Mclaren, Nick
3378,"Banerjee, Ryan N.",EJ,2014,Using Changes in Auction Maturity Sectors to Help Identify the Impact of, Ryan N. Banerjee,,,Banerjee, Ryan N.
3379,"Jaitman, Laura",EJ,2014,Crime Deterrence: Evidence From the London 2011 Riots, Laura Jaitman,,,Jaitman, Laura
3380,"Scholder, Stephanie Von Hinke Kessler",EJ,2014,Alcohol Exposure In Utero and Child Academic Achievement, Stephanie Von Hinke Kessler Scholder,,,Scholder, Stephanie Von Hinke Kessler
3381,"Lewis, Sarah",EJ,2014,Alcohol Exposure In Utero and Child Academic Achievement, Sarah Lewis,,,Lewis, Sarah
3382,"Zuccolo, Luisa",EJ,2014,Alcohol Exposure In Utero and Child Academic Achievement, Luisa Zuccolo,,,Zuccolo, Luisa
3383,"Tsyrennikov, Viktor",EJ,2014,WEALTH DYNAMICS IN A BOND ECONOMY WITH HETEROGENEOUS BELIEFS, Viktor Tsyrennikov,,,Tsyrennikov, Viktor
3384,"Croxson, Karen",EJ,2014,INFORMATION AND EFFICIENCY: GOAL ARRIVAL IN SOCCER BETTING, Karen Croxson,,,Croxson, Karen
3385,"Reade, J. James",EJ,2014,INFORMATION AND EFFICIENCY: GOAL ARRIVAL IN SOCCER BETTING, J. James Reade,,,Reade, J. James
3386,"Jia, Ruixue",EJ,2014,"WEATHER SHOCKS, SWEET POTATOES AND PEASANT REVOLTS IN HISTORICAL CHINA", Ruixue Jia,,,Jia, Ruixue
3387,"Ellison, Martin",EJ,2014,UNEMPLOYMENT AND MARKET SIZE, Martin Ellison,,,Ellison, Martin
3388,"Roberts, Kevin",EJ,2014,UNEMPLOYMENT AND MARKET SIZE, Kevin Roberts,,,Roberts, Kevin
3389,"Stevens, Margaret",EJ,2014,UNEMPLOYMENT AND MARKET SIZE, Margaret Stevens,,,Stevens, Margaret
3390,"Couttenier, Mathieu",EJ,2014,DROUGHT AND CIVIL WAR IN SUB- SAHARAN AFRICA, Mathieu Couttenier,,,Couttenier, Mathieu
3391,"Soubeyran, Raphael",EJ,2014,DROUGHT AND CIVIL WAR IN SUB- SAHARAN AFRICA, Raphael Soubeyran,,,Soubeyran, Raphael
3392,"Schoeb, Ronnie",EJ,2014,CHANGING IDENTITY: RETIRING FROM UNEMPLOYMENT, Ronnie Schoeb,,,Schoeb, Ronnie
3393,"Faccini, Renato",EJ,2014,REASSESSING LABOUR MARKET REFORMS: TEMPORARY CONTRACTS AS A SCREENING, Renato Faccini,,,Faccini, Renato
3394,"Barton, Jared",EJ,2014,What Persuades Voters? A Field Experiment on Political Campaigning, Jared Barton,,,Barton, Jared
3395,"Castillo, Marco",EJ,2014,What Persuades Voters? A Field Experiment on Political Campaigning, Marco Castillo,,,Castillo, Marco
3396,"Petrie, Ragan",EJ,2014,What Persuades Voters? A Field Experiment on Political Campaigning, Ragan Petrie,,,Petrie, Ragan
3397,"Cason, Timothy N.",EJ,2014,Coordinating Resistance Through Communication and Repeated Interaction, Timothy N. Cason,,,Cason, Timothy N.
3398,"Mui, Vai-Lam",EJ,2014,Coordinating Resistance Through Communication and Repeated Interaction, Vai-Lam Mui,,,Mui, Vai-Lam
3399,"Conyon, Martin J.",EJ,2014,Executive Compensation and Board Governance in US Firms, Martin J. Conyon,,,Conyon, Martin J.
3400,"Dewan, Torun",EJ,2014,"The Elements of Political Persuasion: Content, Charisma and Cue", Torun Dewan,,,Dewan, Torun
3401,"Humphreys, Macartan",EJ,2014,"The Elements of Political Persuasion: Content, Charisma and Cue", Macartan Humphreys,,,Humphreys, Macartan
3402,"Sauvagnat, Julien",EJ,2014,CEO Pay and Firm Size: An Update After the Crisis, Julien Sauvagnat,,,Sauvagnat, Julien
3403,"Morelli, Massimo",EJ,2014,Turnout and Power Sharing, Massimo Morelli,,,Morelli, Massimo
3404,"Palfrey, Thomas",EJ,2014,Turnout and Power Sharing, Thomas Palfrey,,,Palfrey, Thomas
3405,"Luhan, Wolfgang",EJ,2014,Communication and Voting in Multi-party Elections: An Experimental Study, Wolfgang Luhan,,,Luhan, Wolfgang
3406,"Morton, Rebecca",EJ,2014,Communication and Voting in Multi-party Elections: An Experimental Study, Rebecca Morton,,,Morton, Rebecca
3407,"Markussen, Thomas",EJ,2014,"Competition, Cooperation and Collective Choice", Thomas Markussen,,,Markussen, Thomas
3408,"Tyran, Jean-Robert",EJ,2014,"Competition, Cooperation and Collective Choice", Jean-Robert Tyran,,,Tyran, Jean-Robert
3409,"Vicente, Pedro C.",EJ,2014,Is Vote Buying Effective? Evidence from a Field Experiment in West, Pedro C. Vicente,,,Vicente, Pedro C.
3410,"Forth, John",EJ,2014,Same or Different? The CEO Labour Market in China's Public Listed, John Forth,,,Forth, John
3411,"Zhou, Minghai",EJ,2014,Same or Different? The CEO Labour Market in China's Public Listed, Minghai Zhou,,,Zhou, Minghai
3412,"Collier, Paul",EJ,2014,Votes and Violence: Evidence from a Field Experiment in Nigeria, Paul Collier,,,Collier, Paul
3413,"Lang, Matthew",EJ,2013,FIREARM BACKGROUND CHECKS AND SUICIDE, Matthew Lang,,,Lang, Matthew
3414,"Feenstra, Robert C.",EJ,2013,WHO SHRUNK CHINA? PUZZLES IN THE MEASUREMENT OF REAL GDP, Robert C. Feenstra,,,Feenstra, Robert C.
3415,"Ma, Hong",EJ,2013,WHO SHRUNK CHINA? PUZZLES IN THE MEASUREMENT OF REAL GDP, Hong Ma,?,?,Ma, Hong
3416,"Peter Neary, J.",EJ,2013,WHO SHRUNK CHINA? PUZZLES IN THE MEASUREMENT OF REAL GDP, J. Peter Neary,,,Peter Neary, J.
3417,"Rao, D. S. Prasada",EJ,2013,WHO SHRUNK CHINA? PUZZLES IN THE MEASUREMENT OF REAL GDP, D. S. Prasada Rao,?,?,Rao, D. S. Prasada
3418,"Mocan, Naci",EJ,2013,SALARIES AND WORK EFFORT: AN ANALYSIS OF THE EUROPEAN UNION, Naci Mocan,,,Mocan, Naci
3419,"Armantier, Olivier",EJ,2013,COMPARING CORRUPTION IN THE LABORATORY AND IN THE FIELD IN BURKINA FASO, Olivier Armantier,,,Armantier, Olivier
3420,"Treich, Nicolas",EJ,2013,THE EFFECT OF AMBIGUITY AVERSION ON INSURANCE AND SELF-PROTECTION, Nicolas Treich,,,Treich, Nicolas
3421,"Brochu, Pierre",EJ,2013,THE IMPACT OF MINIMUM WAGES ON LABOUR MARKET TRANSITIONS, Pierre Brochu,,,Brochu, Pierre
3422,"Biscourp, Pierre",EJ,2013,THE EFFECTS OF RETAIL REGULATIONS ON PRICES: EVIDENCE FROM THE LOI, Pierre Biscourp,,,Biscourp, Pierre
3423,"Boutin, Xavier",EJ,2013,THE EFFECTS OF RETAIL REGULATIONS ON PRICES: EVIDENCE FROM THE LOI, Xavier Boutin,,,Boutin, Xavier
3424,"Verge, Thibaud",EJ,2013,THE EFFECTS OF RETAIL REGULATIONS ON PRICES: EVIDENCE FROM THE LOI, Thibaud Verge,,,Verge, Thibaud
3425,"Sapienza, Paola",EJ,2013,UNDERSTANDING TRUST, Paola Sapienza,,,Sapienza, Paola
3426,"Zingales, Luigi",EJ,2013,UNDERSTANDING TRUST, Luigi Zingales,,,Zingales, Luigi
3427,"Affeldt, Pauline",EJ,2013,UPWARD PRICING PRESSURE IN TWO-SIDED MARKETS, Pauline Affeldt,,,Affeldt, Pauline
3428,"Filistrucchi, Lapo",EJ,2013,UPWARD PRICING PRESSURE IN TWO-SIDED MARKETS, Lapo Filistrucchi,,,Filistrucchi, Lapo
3429,"Klein, Tobias J.",EJ,2013,UPWARD PRICING PRESSURE IN TWO-SIDED MARKETS, Tobias J. Klein,,,Klein, Tobias J.
3430,"Davies, Stephen",EJ,2013,RINGLEADERS IN LARGER NUMBER ASYMMETRIC CARTELS, Stephen Davies,,,Davies, Stephen
3431,"De, Oindrila",EJ,2013,RINGLEADERS IN LARGER NUMBER ASYMMETRIC CARTELS, Oindrila De,,,De, Oindrila
3432,"Doleac, Jennifer L.",EJ,2013,THE VISIBLE HAND: RACE AND ONLINE MARKET OUTCOMES, Jennifer L. Doleac,,,Doleac, Jennifer L.
3433,"Stein, Luke C. D.",EJ,2013,THE VISIBLE HAND: RACE AND ONLINE MARKET OUTCOMES, Luke C. D. Stein,,,Stein, Luke C. D.
3434,"Duso, Tomaso",EJ,2013,AN EMPIRICAL ASSESSMENT OF THE 2004 EU MERGER POLICY REFORM, Tomaso Duso,,,Duso, Tomaso
3435,"Gugler, Klaus",EJ,2013,AN EMPIRICAL ASSESSMENT OF THE 2004 EU MERGER POLICY REFORM, Klaus Gugler,,,Gugler, Klaus
3436,"Magazzini, Laura",EJ,2013,RESALE PRICE MAINTENANCE: AN EMPIRICAL ANALYSIS OF UK FIRMS' COMPLIANCE, Laura Magazzini,,,Magazzini, Laura
3437,"Guryan, Jonathan",EJ,2013,TASTE-BASED OR STATISTICAL DISCRIMINATION: THE ECONOMICS OF, Jonathan Guryan,,,Guryan, Jonathan
3438,"Bageri, Vasiliki",EJ,2013,THE DISTORTIVE EFFECTS OF ANTITRUST FINES BASED ON REVENUE, Vasiliki Bageri,,,Bageri, Vasiliki
3439,"Katsoulacos, Yannis",EJ,2013,THE DISTORTIVE EFFECTS OF ANTITRUST FINES BASED ON REVENUE, Yannis Katsoulacos,,,Katsoulacos, Yannis
3440,"Ejrnaes, Mette",EJ,2013,IS BUSINESS FAILURE DUE TO LACK OF EFFORT? EMPIRICAL EVIDENCE FROM A, Mette Ejrnaes,,,Ejrnaes, Mette
3441,"Hochguertel, Stefan",EJ,2013,IS BUSINESS FAILURE DUE TO LACK OF EFFORT? EMPIRICAL EVIDENCE FROM A, Stefan Hochguertel,,,Hochguertel, Stefan
3442,"Fernandez-Val, Ivan",EJ,2013,THE CONSEQUENCES OF TEENAGE CHILDBEARING: CONSISTENT ESTIMATES WHEN, Ivan Fernandez-Val,,,Fernandez-Val, Ivan
3443,"Lang, Kevin",EJ,2013,THE CONSEQUENCES OF TEENAGE CHILDBEARING: CONSISTENT ESTIMATES WHEN, Kevin Lang,,,Lang, Kevin
3444,"Lepetyuk, Vadym",EJ,2013,POLICY ANNOUNCEMENTS AND WELFARE, Vadym Lepetyuk,,,Lepetyuk, Vadym
3445,"Bauer, Thomas K.",EJ,2013,THE ECONOMIC INTEGRATION OF FORCED MIGRANTS: EVIDENCE FOR POST-WAR, Thomas K. Bauer,,,Bauer, Thomas K.
3446,"Braun, Sebastian",EJ,2013,THE ECONOMIC INTEGRATION OF FORCED MIGRANTS: EVIDENCE FOR POST-WAR, Sebastian Braun,,,Braun, Sebastian
3447,"Kvasnicka, Michael",EJ,2013,THE ECONOMIC INTEGRATION OF FORCED MIGRANTS: EVIDENCE FOR POST-WAR, Michael Kvasnicka,,,Kvasnicka, Michael
3448,"Attanasio, Orazio P.",EJ,2013,COMMUNITY NURSERIES AND THE NUTRITIONAL STATUS OF POOR CHILDREN., Orazio P. Attanasio,,,Attanasio, Orazio P.
3449,"Di Maro, Vincenzo",EJ,2013,COMMUNITY NURSERIES AND THE NUTRITIONAL STATUS OF POOR CHILDREN., Vincenzo Di Maro,,,Di Maro, Vincenzo
3450,"Vera-Hernandez, Marcos",EJ,2013,COMMUNITY NURSERIES AND THE NUTRITIONAL STATUS OF POOR CHILDREN., Marcos Vera-Hernandez,,,Vera-Hernandez, Marcos
